Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Magas M., Kiritsis D.","57501429300;6701692247;","Industry Commons: an ecosystem approach to horizontal enablers for sustainable cross-domain industrial innovation (a positioning paper)",2022,"International Journal of Production Research","60","2",,"479","492",,1,"10.1080/00207543.2021.1989514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118465160&doi=10.1080%2f00207543.2021.1989514&partnerID=40&md5=c55b4e4ca631cc216a8af33886b57f17","Industry Commons Foundation, Stockholm, Sweden; ICT for Sustainable Manufacturing Group, EPFL, Lausanne, Switzerland","Magas, M., Industry Commons Foundation, Stockholm, Sweden; Kiritsis, D., ICT for Sustainable Manufacturing Group, EPFL, Lausanne, Switzerland","This paper introduces the background, concept and definition of the Industry Commons. It initiates a discussion on the positioning of the Industry Commons Ecosystem (ICE) with respect to current research directions in advanced manufacturing and production systems that shape advances in engineering and technology, novel business models and innovation breakthroughs. The potential value of data sharing across industrial domains is estimated at over $100 billion, particularly in view of optimising manufacturing processes. Data sharing across domains however faces a series of well-documented challenges associated with the lack of semantic interoperability and related standards, management of trust and sustainability. Solving bottlenecks in data sharing requires a systemic approach to data management, which can account for all aspects of data use, levels of application, attribution and dynamic exchanges. In this paper we propose a high-level ecosystem approach that integrates societal values with digital affordances of industry’s cognitive-assisted processes, remote interfacing, hybrid applications and large-scale value networks. Early development of an Ontology Commons EcoSystem (OCES) is presented as the key enabling framework for Industry Commons interoperability and a series of enabling frameworks form the basis of future research directions in Trusted Data Sharing and Closed-Loop Lifecycle Management for greater sustainability. Abbreviations: AI – Artificial Intelligence; AIOTI – Alliance of Internet-of-Things Innovation; ALM – Asset Lifecycle Management; ALO – Application-Level Ontology; AP – Application Protocol; API – Application Programming Interface; B2B – Business-to-Business; B2C – Business-to-Customer; CDE – Cross-Domain Ecosystem; CDEI – Cross-Domain Ecosystem Interoperability; CL2M – Closed-Loop Lifecycle Management; CNO – Collaborative Networked Organisations; CPS – Cyber-Physical Systems; CSR – Corporate Social Responsibility; DLO – Domain-Level Ontology; DLT – Distributed Ledger Technology; EM – Enterprise Modelling; FAIR – Findable, Accessible, Interoperable and Reusable; GUI – Graphical User Interface; ICE, Industry Commons Ecosystem; IOF – Industrial Ontology Foundry; IP – Intellectual Property; IPR – Intellectual Property Rights; ISN – Intertwined Supply Network; MIR – Music Information Retrieval; MLO – Middle-Level Ontology; MO – Meta-Ontology; OCES – Ontology Commons EcoSystem; PI – Physical Internet; PLM – Product Lifecycle Management; ROI – Return-on-Investment; SC – Supply Chain; SCM – Supply Chain Management; SOS – System-of-Systems; TDS – Trusted Data Sharing; TLO – Top-Level Ontology; TRO – Top Reference Ontology; TUI – Tangible User Interface. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","Closed-Loop Lifecycle Management; Enterprise Integration; Industry Commons; Intertwined Supply Networks; Ontology Ecosystem; Trusted Data Sharing","Application programming interfaces (API); Biodiversity; Cyber Physical System; Economic and social effects; Ecosystems; Embedded systems; Industrial research; Information management; Information retrieval; Intellectual property; Interoperability; Life cycle; Search engines; Semantics; Sustainable development; Closed-loop; Closed-loop lifecycle management; Data Sharing; Enterprise Integration; Industry common; Intertwined supply network; Lifecycle management; Ontology ecosystem; Ontology's; Supply networks; Trusted data sharing; Ontology; Application; Biodiversity; Commerce; Data; Ecosystems; Information Retrieval; Life Cycle; Supply Chain Management",Article,"Final","",Scopus,2-s2.0-85118465160
"Anakpo G., Kollamparambil U.","57211291309;56829378100;","Effect of automation on unemployment: The case of Southern Africa",2022,"Development Southern Africa","39","4",,"516","527",,,"10.1080/0376835X.2021.1978931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118324876&doi=10.1080%2f0376835X.2021.1978931&partnerID=40&md5=18a62fe250362aa6f7f4cd7a96e54fe0","School of Economics and Finance, University of the Witwatersrand, Johannesburg, South Africa","Anakpo, G., School of Economics and Finance, University of the Witwatersrand, Johannesburg, South Africa; Kollamparambil, U., School of Economics and Finance, University of the Witwatersrand, Johannesburg, South Africa","The increasing level of automation in the fourth industrial revolution has received a global interest in research and political landscape in recent years. While some research advances have been made in the developed world with regard to its implications for unemployment, next to no study has so far sought to establish if there is any statistical relationship between automation and unemployment in developing countries where unemployment is very high. The purpose of this study is to examine the effect of automation on unemployment in Southern Africa. Findings from the study show that automation has a significant positive relationship with unemployment rate. The study also finds foreign direct investment and business cycle (higher production output change) to be negatively associated with unemployment. Based on these findings, it is recommended that proper investment in learning and skill development training aimed at making individuals more competitive with regard to automation be pursued to increase the prospect of employment. © 2021 Government Technical Advisory Centre (GTAC).","artificial intelligence; Automation; industrial revolution; panel Vector Autoregression; pVAR; Southern Africa; technological innovation; unemployment","artificial intelligence; automation; industrial technology; innovation; unemployment; vector autoregression; Southern Africa",Article,"Final","",Scopus,2-s2.0-85118324876
"Soleimani M., Intezari A., Pauleen D.J.","57224809649;57189179363;6603058691;","Mitigating cognitive biases in developing ai-assisted recruitment systems: A knowledge-sharing approach",2022,"International Journal of Knowledge Management","18","1",,"","",,2,"10.4018/IJKM.290022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118304238&doi=10.4018%2fIJKM.290022&partnerID=40&md5=5d47f39243f66655ee2748ccbc0a0716","Massey University, New Zealand; University of Queensland, Australia","Soleimani, M., Massey University, New Zealand; Intezari, A., University of Queensland, Australia; Pauleen, D.J., Massey University, New Zealand","Artificial intelligence (AI) is increasingly embedded in business processes, including the human resource (HR) recruitment process. While AI can expedite the recruitment process, evidence from the industry, however, shows that AI-recruitment systems (AIRS) may fail to achieve unbiased decisions about applicants. There are risks of encoding biases in the datasets and algorithms of AI which lead AIRS to replicate and amplify human biases. To develop less biased AIRS, collaboration between HR managers and AI developers for training algorithms and exploring algorithmic biases is vital. Using an exploratory research design, 35 HR managers and AI developers globally were interviewed to understand the role of knowledge sharing during their collaboration in mitigating biases in AIRS. The findings show that knowledge sharing can help to mitigate biases in AIRS by informing data labeling, understanding job functions, and improving the machine learning model. Theoretical contributions and practical implications are suggested. Copyright © 2022, IGI Global.","AI Developers; Algorithms; Artificial Intelligence; Cognitive Biases; Datasets; HR Managers; Knowledge Sharing; Recruitment","Artificial intelligence; Cognitive systems; Managers; Personnel training; Algorithmics; Artificial intelligence developer; Business Process; Cognitive bias; Dataset; Human bias; Knowledge-sharing; Recruitment; Recruitment process; Training algorithms; Knowledge management",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85118304238
"Kamenskikh L., Tatiana S., Gordeev M.","57315016900;57314603200;57315642000;","Robotic Process Automation: Application of Technology",2022,"Lecture Notes in Networks and Systems","342 LNNS",,,"31","39",,,"10.1007/978-3-030-89477-1_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118191082&doi=10.1007%2f978-3-030-89477-1_4&partnerID=40&md5=de07a82d41fee59ba504fbec83fe4fcc","Perm State National Research University, Perm, Russian Federation","Kamenskikh, L., Perm State National Research University, Perm, Russian Federation; Tatiana, S., Perm State National Research University, Perm, Russian Federation; Gordeev, M., Perm State National Research University, Perm, Russian Federation","The paper examines the modern technology of RPA process automation, its application in real life, connection with artificial intelligence, application features, business advantages, and demand in the future. In the paper, the real process of introducing the robot into the business activity is described and its effectiveness is shown. In addition, the main development platforms existing in the market are collected and considered. This work will be useful to people who are interested in information technology and follow popular trends in this field, and the work will be useful to those who are looking for new ways to automate and improve their business. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Artificial intelligence; Automation; Business process; Digitalization; Information technology; Robotization; RPA; UiPath",,Conference Paper,"Final","",Scopus,2-s2.0-85118191082
"Ugwoke P.O., Bakpo F.S., Udanor C.N., Okoronkwo M.C.","56786561200;35794996800;57188661710;57211204570;","A framework for monitoring movements of pandemic disease patients based on GPS trajectory datasets",2022,"Wireless Networks","28","1",,"","",,,"10.1007/s11276-021-02819-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118169345&doi=10.1007%2fs11276-021-02819-4&partnerID=40&md5=b803b696642419c820b424ddafa6083e","Department of Computer Science, Faculty of Physical Sciences, University of Nigeria, Nsukka, Nigeria; Department of Research, Education, and Training, Digital Bridge Institute (International Centre for Information & Communications Technology Studies), Nigerian Communications Commission, Abuja, Nigeria","Ugwoke, P.O., Department of Computer Science, Faculty of Physical Sciences, University of Nigeria, Nsukka, Nigeria, Department of Research, Education, and Training, Digital Bridge Institute (International Centre for Information & Communications Technology Studies), Nigerian Communications Commission, Abuja, Nigeria; Bakpo, F.S., Department of Computer Science, Faculty of Physical Sciences, University of Nigeria, Nsukka, Nigeria; Udanor, C.N., Department of Computer Science, Faculty of Physical Sciences, University of Nigeria, Nsukka, Nigeria; Okoronkwo, M.C., Department of Computer Science, Faculty of Physical Sciences, University of Nigeria, Nsukka, Nigeria","The rapid spread of contagious diseases poses a colossal threat to human existence. Presently, the emergence of coronavirus COVID-19 which has rightly been declared a global pandemic resulting in so many deaths, confusion as well as huge economic losses is a challenge. It has been suggested by the World Health Organization (WHO) in conjunction with different Government authorities of the world and non-governmental organizations, that efforts to curtail the COVID-19 pandemic should rely principally on measures such as social distancing, identification of infected persons, tracing of possible contacts as well as effective isolation of such person(s) for subsequent medical treatment. The aim of this study is to provide a framework for monitoring Movements of Pandemic Disease Patients and predicting their next geographical locations given the recent trend of infected COVID-19 patients absconding from isolation centres as evidenced in the Nigerian case. The methodology for this study, proposes a system architecture incorporating GPS (Global Positioning System) and Assisted-GPS technologies for monitoring the geographical movements of COVID-19 patients and recording of their movement Trajectory Datasets on the assumption that they are assigned with GPS-enabled devices such as smartphones. Accordingly, fifteen (15) participants (patients) were selected for this study based on the criteria of residency and business activity location. The ensuing participants movements generated 157, 218 Trajectory datasets during a period of 3 weeks. With this dataset, mining of the movement trace, Stay Points (hot spots), relationships, and the prediction of the next probable geographical location of a COVID-19 patient was realized by the application of Artificial Intelligence (AI) and Data Mining techniques such as supervised Machine Learning (ML) algorithms (i.e., Multiple Linear Regression (MLR), k-Nearest Neighbor (kNN), Decision Tree Regression (DTR), Random Forest Regression (RFR), Gradient Boosting Regression (GBR), and eXtreme Gradient Boosting regression(XGBR) as well as density-based clustering methods (i.e., DBSCAN) for the computation of Stay Points (hot spots) of COVID-19 patient. The result of this study showed clearly that it is possible to determine the Stay Points (hot spots) of a COVID-19 patient. In addition, this study demonstrated the possibility of predicting the next probable geographical location of a COVID-19 patient. Correspondingly, Six Machine Learning models (i.e., MLR, kNN, DTR, RFR, GBR, and XGBR) were compared for efficiency, in determining the next probable location of a COVID-19 patient. The result showed that the DTR model performed better compared to other models (i.e., MLR, kNN, RFR, GBR, XGBR) based on four evaluation matrices (i.e., ACCURACY, MAE, MSE, and R2) used. It is recommended that less developed Countries consider adopting this framework as a policy initiative for implementation at this burgeoning phase of COVID-19 infection and beyond. The same applies to the developed Countries. There is indication that GPS Trajectory dataset and Machine Learning algorithms as applied in this paper, appear to possess the potential of performing optimally in a real-life situation of monitoring a COVID-19 patient. This paper is unique given its ability to predict the next probable location of a COVID-19 patient. In the review of extant literature, prediction of the next probable location of a COVID-19 patient was not in evidence using the same Machine Learning algorithms. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Covid-19; Data mining; Machine learning; Movement; Pandemic; Trajectory dataset","Data mining; Decision trees; Diseases; Forecasting; Global positioning system; Linear regression; Location; Logistic regression; Losses; Nearest neighbor search; Supervised learning; Covid-19; Decision tree regression; Geographical locations; Gradient boosting; Hotspots; Machine learning algorithms; Movement; Multiple linear regressions; Pandemic; Trajectory dataset; Trajectories",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85118169345
"Sousa M.J., de Barros G.O., Tavares N.","55480939900;57215057386;57215063584;","Artificial Intelligence Trends: Insights for Digital Economy Policymakers",2022,"EAI/Springer Innovations in Communication and Computing",,,,"163","186",,1,"10.1007/978-3-030-75123-4_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117693616&doi=10.1007%2f978-3-030-75123-4_8&partnerID=40&md5=eeae45083cdc6b74008904065ae0feb9","Instituto Universitário de Lisboa (ISCTE-IUL), Business Research Unit (BRU-IUL), Lisbon, Portugal; Gabinete de Estratégia e Estudos do Ministério da Economia e Transição Digital, Lisbon, Portugal","Sousa, M.J., Instituto Universitário de Lisboa (ISCTE-IUL), Business Research Unit (BRU-IUL), Lisbon, Portugal; de Barros, G.O., Gabinete de Estratégia e Estudos do Ministério da Economia e Transição Digital, Lisbon, Portugal; Tavares, N., Gabinete de Estratégia e Estudos do Ministério da Economia e Transição Digital, Lisbon, Portugal","Artificial intelligence (AI) is reshaping the economy, redefining the industry and the services sector. It is a disruptive technology, contributing to the development of different practices, new business models, and more efficient industrial processes. The literature highlights that AI will be included in all areas of organizations and the personal lives of citizens, and such dynamics are still significantly unstudied. The purpose of this research is to highlight the latest research about AI through a bibliometric analysis, which will include an up-to-date overview of artificial intelligence research on the goals, results, methodologies, and geographic distribution of studies during 2015–2019. AI applications to the industry and services have been growing over the last 5 years, as the research results show. The results include that most studies have concentrated on the effect of artificial intelligence on industries’ productivity potential. Robotics was the area of subject matter most researched. The findings show that the most common AI technologies are predictive analysis, machine learning, and robotics. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Advanced analytical methods; Analytics systems; Artificial intelligence; Bibliometric analysis; Big data; Chatbots; Cloud computing; Decision-making; Decision-making complexities; Deep learning; Internet of things (IoT); Machine learning; Policymakers; Research; Virtual assistants; Virtual reality","Big data; Cloud computing; Deep learning; Geographical distribution; Industry 4.0; Internet of things; Robotics; Virtual reality; Advanced analytical method; Analytical method; Analytics systems; Bibliometrics analysis; Chatbots; Cloud-computing; Decision-making complexity; Decisions makings; Deep learning; Internet of thing; Policy makers; Virtual assistants; Decision making",Book Chapter,"Final","",Scopus,2-s2.0-85117693616
"Richet J.-L.","55821864000;","How cybercriminal communities grow and change: An investigation of ad-fraud communities",2022,"Technological Forecasting and Social Change","174",,"121282","","",,,"10.1016/j.techfore.2021.121282","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117688992&doi=10.1016%2fj.techfore.2021.121282&partnerID=40&md5=9d4a12f8865432b37271a68a030a33b2","IAE Paris - Sorbonne Business School, Université2387, Paris 1 Panthéon-Sorbonne, 12 Rue Jean Antoine de Baïf, Paris, France","Richet, J.-L., IAE Paris - Sorbonne Business School, Université2387, Paris 1 Panthéon-Sorbonne, 12 Rue Jean Antoine de Baïf, Paris, France","Firms spend enormous resources on digital advertising and promoting their brand online. In the meantime, ad-fraud undertaken by cybercriminals cost $42 billion in 2019 and could reach $100 billion by 2023. However, while digital advertisers continue to wrestle with how to effectively counteract ad-fraud, the topic of advertising fraud itself has received little academic attention. Here, we investigate this gap between practice and research through an exploration of ad-fraud communities. Our research implemented a multimethod approach for data collection in a longitudinal (18 months, October 2017 to April 2019) online investigation of this phenomenon. Integrating qualitative and quantitative analysis, we examined (1) internal interactions within ad-fraud communities and (2) ad-fraud communities’ performance and growth. Our online investigation extends our conceptual understanding of ad-fraud and explains how ad-fraud communities innovate. Our findings indicate that capabilities enacted by some communities foster requisite variety and enable the coordination of complex, iterative, and incremental dynamics (cocreation of artificial intelligence-based bots, customer involvement, and reinforcing capabilities). This research has both theoretical and practical implications for innovation in cybercriminal communities. Furthermore, we provide practical guidance for policy-makers and advertisers regarding how to improve their response to business threats. Indeed, a better understanding of how ad-fraud communities innovate enables organizations to develop countermeasures and intelligence capabilities. © 2021 Elsevier Inc.","Ad-fraud; Cybercrime; Multimethod approach; Online communities","Computer crime; Coordination reactions; Marketing; Ad-fraud; Advertising frauds; Conceptual understanding; Cyber-crimes; Cybercriminals; Data collection; Digital advertizing; Multi-method approach; Performance; Qualitative and quantitative analysis; Crime; advertising; crime; innovation; Internet; research method",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85117688992
"Chela G.M., Flores M., Gualli T.G., Andrade R.","57306479800;36811864000;57220067882;57211402331;","Methodological Proposal for the Construction of a Decision Support System (DSS) Applied to IoT",2022,"EAI/Springer Innovations in Communication and Computing",,,,"187","200",,,"10.1007/978-3-030-75123-4_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117682467&doi=10.1007%2f978-3-030-75123-4_9&partnerID=40&md5=129a0cf7d166227b2536e55a181aa63f","Escuela Politécnica Nacional, Quito, Ecuador; Grupo MODES, SIGTI, ADIAAC, Departamento de Matemática, Facultad de Ciencias, Escuela Politécnica Nacional, Quito, Ecuador","Chela, G.M., Escuela Politécnica Nacional, Quito, Ecuador; Flores, M., Grupo MODES, SIGTI, ADIAAC, Departamento de Matemática, Facultad de Ciencias, Escuela Politécnica Nacional, Quito, Ecuador; Gualli, T.G., Escuela Politécnica Nacional, Quito, Ecuador; Andrade, R., Escuela Politécnica Nacional, Quito, Ecuador","The objective of this work is to carry out a systematic analysis of decision support system (DSS) methodologies that could be applied to IoT systems. Decision support systems (DSS) are systems that gather information from various sources, facilitate its organization and analysis in a way that is useful for a particular decision, and provide a good interface through which users can navigate and interact easily. An important characteristic of DSS is that it facilitates the identification, analysis, and evaluation of the decision process, using decision models based on simple rules or complex mathematical models. On the other hand, the construction of this type of system implies having the support of decision-makers in all phases, as well as the allocation of the necessary resources. This chapter describes the components of a DSS and a methodological framework for the development of a decision support system in general, and later an adaptation is made for a use case applied to the Internet of things (IoT). © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Business information needs; Business objectives; Business opportunities; Business problems; Business strategies; Cloud computing; Data analytics; Decision-makers; Development of DDS; DSS; DSS methodologies; DSS prototypes; IoT; Proposed methodology; Social networks; Stages; Support decision systems","Artificial intelligence; Data Analytics; Decision support systems; Internet of things; Social sciences computing; Business information; Business information need; Business objectives; Business opportunities; Business problems; Business strategy; Cloud-computing; Data analytics; Decision makers; Decision support system methodology; Decision support system prototype; Development of DDS; Proposed methodology; Social network; System methodologies; System prototype; Decision making",Book Chapter,"Final","",Scopus,2-s2.0-85117682467
"Micu A., Capatina A., Cristea D.S., Munteanu D., Micu A.-E., Sarpe D.A.","35211602000;35209737400;39860898100;57213239597;35211557400;36560103000;","Assessing an on-site customer profiling and hyper-personalization system prototype based on a deep learning approach",2022,"Technological Forecasting and Social Change","174",,"121289","","",,2,"10.1016/j.techfore.2021.121289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117363793&doi=10.1016%2fj.techfore.2021.121289&partnerID=40&md5=b83ce8b51eaa2861ffc54e18fd608fa9","“Dunarea de Jos” University of Galati, Romania; Ovidius University of Constanta, Romania","Micu, A., “Dunarea de Jos” University of Galati, Romania; Capatina, A., “Dunarea de Jos” University of Galati, Romania; Cristea, D.S., “Dunarea de Jos” University of Galati, Romania; Munteanu, D., “Dunarea de Jos” University of Galati, Romania; Micu, A.-E., Ovidius University of Constanta, Romania; Sarpe, D.A., “Dunarea de Jos” University of Galati, Romania","The development of artificial intelligence (AI) technologies is proceeding fast across many fields. Based on a deep learning approach, we propose a prototype of an on-site customer profiling and hyper-personalization system (OSCPHPS) targeted at marketing professionals. We propose an AI platform to create customer profiles during their physical presence in stores. The idea of the OSCPHPS prototype is to automatically detect and gather customer data directly from the store, essentially completing customer profiles containing gender, age, personality, emotions, and products they interacted with or bought, irrespective of where they are in the store. Each buying operation could generate an anonymous customer profile. Therefore, for every product sold, the system will track multiple customer-generated profiles of the people who bought that product. These kinds of data offer endless further possibilities for the business. Through a configurational study conducted via fsQCA methodology, we assessed the interest in the OSCPHPS prototype on the part of marketing managers of clothes & fashion stores located in different European countries. Based on these live generated profiles, we could further enhance the OSCPHPS system by adding support for customer segmentation, strategic product campaigns, live product recommendation, analysis of emotions toward a product or a category of products, sales forecasts, and personalized store space enhancements based on augmented reality, customer exploratory statistics and customer purchasing patterns. © 2021 Elsevier Inc.","Artificial intelligence; Computer vision; Deep learning; Facial recognition; Hyper-personalization","Augmented reality; Commerce; Computer vision; Deep learning; Face recognition; Customer profiles; Customer profiling; Deep learning; Facial recognition; Hyper-personalization; Learning approach; On-site customers; Personalization systems; Personalizations; System prototype; Sales; artificial intelligence; commodity market; computer simulation; consumption behavior; information and communication technology; marketing; social behavior; technology adoption; Europe",Article,"Final","",Scopus,2-s2.0-85117363793
"Owolabi T.A., Mohandes S.R., Zayed T.","56185337600;56703358000;6602677808;","Investigating the impact of sewer overflow on the environment: A comprehensive literature review paper",2022,"Journal of Environmental Management","301",,"113810","","",,7,"10.1016/j.jenvman.2021.113810","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117161229&doi=10.1016%2fj.jenvman.2021.113810&partnerID=40&md5=310f02e8cc184cf9ce80764354a78746","Department of Civil and Environmental Engineering, The Hong Kong University of Science and Technology, Kowloon, Hong Kong; Department of Building and Real Estate (BRE), Faculty of Construction and Environment (FCE), The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Owolabi, T.A., Department of Civil and Environmental Engineering, The Hong Kong University of Science and Technology, Kowloon, Hong Kong; Mohandes, S.R., Department of Building and Real Estate (BRE), Faculty of Construction and Environment (FCE), The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; Zayed, T., Department of Building and Real Estate (BRE), Faculty of Construction and Environment (FCE), The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Sewer networks play a pivotal role in our everyday lives by transporting the stormwater and urban sewage away from the urban areas. In this regard, Sewer Overflow (SO) has been considered as a detrimental threat to our environment and health, which results from the wastewater discharge into the environment. In order to grapple with such deleterious phenomenon, numerous studies have been conducted; however, there has not been any review paper that provides the researchers undertaking research in this area with the following inclusive picture: (1) detailed-scientometric analysis of the research undertaken hitherto, (2) the types of methodologies used in the previous studies, (3) the aspects of environment impacted by the SO occurrence, and (4) the gaps existing in the relative literature together with the potential future works to be undertaken. Based on the comprehensive review undertaken, it is observed that simulation and artificial intelligence-based methods have been the most popular approaches. In addition, it has come to the attention that the detrimental impacts associated with the SO are fourfold as follows: air, quality of water, soil, and business and structure. Among these, the majority of the studies' focus have been tilted towards the impact of SO on the quality of ground water. The outcomes of this state-of-the-art review provides the researchers and environmental engineers with inclusive hindsight in dealing with such serious issue, which in turn, this culminates in a significant improvement in our environment as well as humans’ well-beings. © 2021","Artificial intelligence; Environmental concerns; Scientometric analysis; Sewer overflows; Sewer systems","ground water; heavy metal; storm water; ground water; business; detection method; literature review; simulation; stormwater; wastewater; wastewater treatment; air quality; artificial intelligence; bibliometrics; environmental management; Review; scientometrics; sewer; wastewater; water quality; water supply; artificial intelligence; human; sewage; Artificial Intelligence; Groundwater; Humans; Sewage; Waste Water",Review,"Final","",Scopus,2-s2.0-85117161229
"Hilal A.M., Alsolai H., Al-Wesabi F.N., Al-Hagery M.A., Hamza M.A., Duhayyim M.A.","57202837434;57205020743;57211901842;57203986293;57223407265;57263219600;","Artificial intelligence based optimal functional link neural network for financial data Science",2022,"Computers, Materials and Continua","70","3",,"6289","6304",,1,"10.32604/cmc.2022.021522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117153169&doi=10.32604%2fcmc.2022.021522&partnerID=40&md5=b8a0c4a0d727dcd9bb26cf16c2b20b66","Department of Computer and Self Development, Prince Sattam bin Abdulaziz University, AlKharj, Saudi Arabia; Department of Information Systems, College of Computer and Information Sciences, Princess Nourah bint Abdulrahman University, Saudi Arabia; Department of Computer Science, King Khalid University, Muhayel Aseer, Saudi Arabia; Faculty of Computer and IT, Sana’a University, Sana’a, Yemen; Department of Computer Science, College of Computer, Qassim University, Saudi Arabia; Department of Natural and Applied Sciences, College of Community-Aflaj, Prince Sattam bin Abdulaziz University, Saudi Arabia","Hilal, A.M., Department of Computer and Self Development, Prince Sattam bin Abdulaziz University, AlKharj, Saudi Arabia; Alsolai, H., Department of Information Systems, College of Computer and Information Sciences, Princess Nourah bint Abdulrahman University, Saudi Arabia; Al-Wesabi, F.N., Department of Computer Science, King Khalid University, Muhayel Aseer, Saudi Arabia, Faculty of Computer and IT, Sana’a University, Sana’a, Yemen; Al-Hagery, M.A., Department of Computer Science, College of Computer, Qassim University, Saudi Arabia; Hamza, M.A., Department of Computer and Self Development, Prince Sattam bin Abdulaziz University, AlKharj, Saudi Arabia; Duhayyim, M.A., Department of Natural and Applied Sciences, College of Community-Aflaj, Prince Sattam bin Abdulaziz University, Saudi Arabia","In present digital era, data science techniques exploit artificial intelligence (AI) techniques who start and run small and medium-sized enterprises (SMEs) to have an impact and develop their businesses. Data science integrates the conventions of econometrics with the technological elements of data science. It make use of machine learning (ML), predictive and prescriptive analytics to effectively understand financial data and solve related problems. Smart technologies for SMEs enable allows the firm to get smarter with their processes and offers efficient operations. At the same time, it is needed to develop an effective tool which can assist small to medium sized enterprises to forecast business failure as well as financial crisis. AI becomes a familiar tool for several businesses due to the fact that it concentrates on the design of intelligent decision making tools to solve particular real time problems. With this motivation, this paper presents a new AI based optimal functional link neural network (FLNN) based financial crisis prediction (FCP) model for SMEs. The proposed model involves preprocessing, feature selection, classification, and parameter tuning. At the initial stage, the financial data of the enterprises are collected and are preprocessed to enhance the quality of the data. Besides, a novel chaotic grasshopper optimization algorithm (CGOA) based feature selection technique is applied for the optimal selection of features. Moreover, functional link neural network (FLNN) model is employed for the classification of the feature reduced data. Finally, the efficiency of the FLNN model can be improvised by the use of cat swarm optimizer (CSO) algorithm. A detailed experimental validation process takes place on Polish dataset to ensure the performance of the presented model. The experimental studies demonstrated that the CGOA-FLNN-CSO model has accomplished maximum prediction accuracy of 98.830%, 92.100%, and 95.220% on the applied Polish dataset Year I-III respectively. © 2022 Tech Science Press. All rights reserved.","Artificial intelligence; Business sectors; Data science; Decision making; Financial crisis prediction; Intelligent systems; Machine learning; Small and medium-sized enterprises","Economics; Feature extraction; Finance; Forecasting; Intelligent systems; Machine learning; Predictive analytics; Statistics; Business sector; Chaotics; Decisions makings; Features selection; Financial crisis; Financial crisis prediction; Financial data; Functional link neural network; Optimization algorithms; Small and medium-sized enterprise; Decision making",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85117153169
