Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Chen S., Han Y., Feng Z.","35114563100;55334399700;56984876600;","Social network analysis on the interaction and collaboration behavior among web services",2012,"AAAI Spring Symposium - Technical Report","SS-12-04",,,"9","15",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864958826&partnerID=40&md5=da21f48bbce0bb7a868d4e960dc193cf","School of Computer Science and Technology, Tianjin University, Tianjin, 300072, China","Chen, S., School of Computer Science and Technology, Tianjin University, Tianjin, 300072, China; Han, Y., School of Computer Science and Technology, Tianjin University, Tianjin, 300072, China; Feng, Z., School of Computer Science and Technology, Tianjin University, Tianjin, 300072, China","Service-Oriented Computing (SOC) has received much interest due to its potential to tackle many adaptive system architecture issues that were previously hard to overcome by other computing paradigms. However, it has been facing great difficulty in quickly discovering and dynamically combing available Web services to satisfy given request on-demand. Most of the current researches concentrated on the semantic model for service discovery, composition, and so on. But there are few studies concerned the intrinsic pattern and law of the service interactions and relationships. To achieve the vision of SOC in heterogeneous and open environment, in our opinion, not only the semantics of individual Web service but also the interactions and relationships among Web services are needed to be considered seriously. In this paper, beginning with combining Semantic Web and social networking technology within SOC paradigm, we study associations between Web services, mine the relationships among services to design and build Service Network (SN), analyze the structural and social characteristics and complexity of SN to reveal the user interests, business requests, information and data flow and direction. In short, we would like to reassess and reconsider the SOC paradigm from the network perspective, through finding new knowledge to build new theoretical basis and approach which can be used to guide and promote the service discovery, composition, and so on, in SOC paradigm. Copyright © 2012, Association for the Advancement of Artificial Intelligence. All rights reserved.",,"Computing paradigm; Data flow; Design and build; Networking technology; Open environment; Semantic Model; Service discovery; Service interaction; Service network; Service-oriented computing; Social Network Analysis; System architectures; Theoretical basis; User interests; Adaptive systems; Service oriented architecture (SOA); Social networking (online); Web services; Social sciences computing",Conference Paper,"Final","",Scopus,2-s2.0-84864958826
"Gomadam K., Yeh P.Z., Verma K.","22734237400;7102670447;7203047283;","Data enrichment using data sources on the web",2012,"AAAI Spring Symposium - Technical Report","SS-12-04",,,"34","38",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864927014&partnerID=40&md5=835cbd5b94fa42c1ea730f7b0f5c4ca4","Accenture Technology Labs., 50, W. San Fernando St, San Jose, CA, United States","Gomadam, K., Accenture Technology Labs., 50, W. San Fernando St, San Jose, CA, United States; Yeh, P.Z., Accenture Technology Labs., 50, W. San Fernando St, San Jose, CA, United States; Verma, K., Accenture Technology Labs., 50, W. San Fernando St, San Jose, CA, United States","As businesses seek to monetize their data, they are leveraging Web-based delivery mechanisms to provide publicly available data sources. Also, as analytics becomes a central part of many business functions such as customer segmentation, competitive intelligence and fraud detection, many businesses are seeking to enrich their internal data records with data from these data sources. As the number of sources with varying degrees of accuracy and quality proliferate, it is a non-trivial task to effectively select which sources to use for a particular enrichment task. The old model of statically buying data from one or two providers becomes inefficient because of the rapid growth of new forms of useful data such as social media and the lack of dynamism to plug sources in and out. In this paper, we present the data enrichment framework, a tool that uses data mining and other semantic techniques to automatically guide the selection of sources. The enrichment framework also monitors the quality of the data sources and automatically penalizes sources that continue to return low quality results. Copyright © 2012, Association for the Advancement of Artificial Intelligence . All rights reserved.",,"Business functions; Customer segmentation; Data records; Data source; Fraud detection; Low qualities; New forms; Non-trivial tasks; Rapid growth; Social media; Web-based delivery; Competition; Competitive intelligence; Semantics; Web services; Websites",Conference Paper,"Final","",Scopus,2-s2.0-84864927014
"Ali N., Isa Z.M., Ibrahim D., Harun R., Awang M.N.","55331837600;57224704957;55331432300;54414105500;55331475400;","Knowledge management at the work place",2012,"ICIMTR 2012 - 2012 International Conference on Innovation, Management and Technology Research",,,"6236452","529","534",,1,"10.1109/ICIMTR.2012.6236452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864819398&doi=10.1109%2fICIMTR.2012.6236452&partnerID=40&md5=edd4749506be1d5cea87fea52da8e75d","Faculty of Business Management, Universiti Teknologi Mara, Kedah Campus, P.O. Box 187, 08400 Merbok, Kedah, Malaysia; Centre of Graduate Studies, Selangor International Islamic University College (KUIS), Bandar Seri Putra, 43000 Kajang, Selangor, Malaysia","Ali, N., Faculty of Business Management, Universiti Teknologi Mara, Kedah Campus, P.O. Box 187, 08400 Merbok, Kedah, Malaysia; Isa, Z.M., Faculty of Business Management, Universiti Teknologi Mara, Kedah Campus, P.O. Box 187, 08400 Merbok, Kedah, Malaysia; Ibrahim, D., Faculty of Business Management, Universiti Teknologi Mara, Kedah Campus, P.O. Box 187, 08400 Merbok, Kedah, Malaysia; Harun, R., Faculty of Business Management, Universiti Teknologi Mara, Kedah Campus, P.O. Box 187, 08400 Merbok, Kedah, Malaysia; Awang, M.N., Centre of Graduate Studies, Selangor International Islamic University College (KUIS), Bandar Seri Putra, 43000 Kajang, Selangor, Malaysia","Knowledge management (KM) has been in the arena of today's world for more than a decade. KM has yet to be defined as a discipline of science. To some researchers, it is denoted as a multidisciplinary problems characterized by a number of core theoretical ideas, which include data and information management techniques, artificial intelligence, organizational theory and behaviour, sociology of knowledge and knowledge representation, and business economics and strategy. Nevertheless, within a short span of time, KM is believed to be a tool for designing an organization's goals, structures, and processes as to learn and to create value for its customers and community. It is also argued as a planned, structured approach to manage the creation, sharing, harvesting and leveraging of knowledge as an organizational asset, to enhance an organization's ability, speed and effectiveness. Different aspects of KM have been discussed by academicians. However, most academicians unanimously pointed out KM as a new innovation in knowledge. Therefore, to understand the KM concept, this paper will laid out KM brief development, its importance and process in enhancing work performance and improvement of organizational standards. © 2012 IEEE.","KM; knowledge management; organization; work place","Brief development; Business economics; KM; Multidisciplinary problems; Organizational standards; Organizational theory; Structured approach; Work performance; Work place; Artificial intelligence; Knowledge representation; Societies and institutions; Knowledge management",Conference Paper,"Final","",Scopus,2-s2.0-84864819398
"Gaber M.M.","8927664800;","Journeys to data mining: Experiences from 15 renowned researchers",2012,"Journeys to Data Mining: Experiences from 15 Renowned Researchers","9783642280474",,,"1","241",,3,"10.1007/978-3-642-28047-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949179668&doi=10.1007%2f978-3-642-28047-4&partnerID=40&md5=4bd9a4676f68a3c5fdcde98eb0b7f8d5","School of Computing, University of Portsmouth, Portsmouth, United Kingdom","Gaber, M.M., School of Computing, University of Portsmouth, Portsmouth, United Kingdom","Data mining, an interdisciplinary field combining methods from artificial intelligence, machine learning, statistics and database systems, has grown tremendously over the last 20 years and produced core results for applications like business intelligence, spatio-temporal data analysis, bioinformatics, and stream data processing. The fifteen contributors to this volume are successful and well-known data mining scientists and professionals. Although by no means an exhaustive list, all of them have helped the field to gain the reputation and importance it enjoys today, through the many valuable contributions they have made. Mohamed Medhat Gaber has asked them (and many others) to write down their journeys through the data mining field, trying to answer the following questions: 1. What are your motives for conducting research in the data mining field? 2. Describe the milestones of your research in this field. 3. What are your notable success stories? 4. How did you learn from your failures? 5. Have you encountered unexpected results? 6. What are the current research issues and challenges in your area? 7. Describe your research tools and techniques. 8. How would you advise a young researcher to make an impact? 9. What do you predict for the next two years in your area? 10. What are your expectations in the long term? In order to maintain the informal character of their contributions, they were given complete freedom as to how to organize their answers. This narrative presentation style provides PhD students and novices who are eager to find their way to successful research in data mining with valuable insights into career planning. In addition, everyone else interested in the history of computer science may be surprised about the stunning successes and possible failures computer science careers (still) have to offer. © Springer-Verlag Berlin Heidelberg 2012. All rights are reserved.",,"Artificial intelligence; Data mining; Education; Information analysis; Career planning; Combining method; Exhaustive lists; Interdisciplinary fields; Presentation style; Research issues; Spatio-temporal data; Stream data processing; Data handling",Book,"Final","All Open Access, Green",Scopus,2-s2.0-84949179668
"Ramos-Pollán R., Guevara-López M.A., Oliveira E.","36667383300;36999281000;7102178756;","A software framework for building biomedical machine learning classifiers through grid computing resources",2012,"Journal of Medical Systems","36","4",,"2245","2257",,12,"10.1007/s10916-011-9692-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873050103&doi=10.1007%2fs10916-011-9692-3&partnerID=40&md5=3e03e022be24838a08fb5d3ba16a6517","CETA-CIEMAT Centro Extremeño de Tecnologías Avanzadas, Calle Sola 1, 10200 Trujillo, Spain; INEGI-Faculdade de Engenharia, Universidade Do Porto, Rua Roberto Frias 400, 4200-465 Porto, Portugal; LIACC-DEI-Faculdade de Engenharia, Universidade Do Porto, Rua Roberto Frias s/n, 4200-465 Porto, Portugal","Ramos-Pollán, R., CETA-CIEMAT Centro Extremeño de Tecnologías Avanzadas, Calle Sola 1, 10200 Trujillo, Spain; Guevara-López, M.A., INEGI-Faculdade de Engenharia, Universidade Do Porto, Rua Roberto Frias 400, 4200-465 Porto, Portugal; Oliveira, E., LIACC-DEI-Faculdade de Engenharia, Universidade Do Porto, Rua Roberto Frias s/n, 4200-465 Porto, Portugal","This paper describes the BiomedTK software framework, created to perform massive explorations of machine learning classifiers configurations for biomedical data analysis over distributed Grid computing resources. BiomedTK integrates ROC analysis throughout the complete classifier construction process and enables explorations of large parameter sweeps for training third party classifiers such as artificial neural networks and support vector machines, offering the capability to harness the vast amount of computing power serviced by Grid infrastructures. In addition, it includes classifiers modified by the authors for ROC optimization and functionality to build ensemble classifiers and manipulate datasets (import/export, extract and transform data, etc.). BiomedTK was experimentally validated by training thousands of classifier configurations for representative biomedical UCI datasets reaching in little time classification levels comparable to those reported in existing literature. The comprehensive method herewith presented represents an improvement to biomedical data analysis in both methodology and potential reach of machine learning based experimentation. © 2011 Springer Science+Business Media, LLC.","Biomedical data analysis; Grid infrastructures; Machine learning classifiers; ROC analysis","article; artificial neural network; classifier; computer program; data processing; experimentation; process optimization; receiver operating characteristic; support vector machine; validation process; artificial intelligence; biometry; information processing; Artificial Intelligence; Biometry; Data Display; ROC Curve; Software",Article,"Final","",Scopus,2-s2.0-84873050103
"Madhloom H.T., Kareem S.A., Ariffin H.","37011012900;9337499000;7004238528;","An image processing application for the localization and segmentation of lymphoblast cell using peripheral blood images",2012,"Journal of Medical Systems","36","4",,"2149","2158",,43,"10.1007/s10916-011-9679-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873046381&doi=10.1007%2fs10916-011-9679-0&partnerID=40&md5=daeb7f00cbb41b6f3b090a37ea13c2e3","Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, Malaysia; Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia","Madhloom, H.T., Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, Malaysia; Kareem, S.A., Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, Malaysia; Ariffin, H., Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia","An important preliminary step in the diagnosis of leukemia is the visual examination of the patient's peripheral blood smear under the microscope. Morphological changes in the white blood cells can be an indicator of the nature and severity of the disease. Manual techniques are labor intensive, slow, error prone and costly. A computerized system can be used as a supportive tool for the specialist in order to enhance and accelerate the morphological analysis process. This research present a new method that integrates color features with the morphological reconstruction to localize and isolate lymphoblast cells from a microscope image that contains many cells. The localization and segmentation are conducted using a proposed method that consists of an integration of several digital image processing techniques. 180 microscopic blood images were tested, and the proposed framework managed to obtain 100% accuracy for the localization of the lymphoblast cells and separate it from the image scene. The results obtained indicate that the proposed method can be safely used for the purpose of lymphoblast cells localization and segmentation and subsequently, aiding the diagnosis of leukemia. © 2011 Springer Science+Business Media, LLC.","Automatic cell segmentation; Differential blood count; Image analysis; Leukemia diagnosis; Segmentation evaluation","article; artificial intelligence; cell nucleus; cell segmentation; cell shape; cell structure; cellular distribution; cellular parameters; cytoplasm; human; human cell; image analysis; image processing; leukemia; leukemia cell; leukocyte; lymphoblast; microscope image; thrombocyte; computer assisted diagnosis; differential diagnosis; lymphocyte; methodology; pathology; radiography; Diagnosis, Differential; Humans; Image Interpretation, Computer-Assisted; Image Processing, Computer-Assisted; Leukemia; Lymphocytes",Article,"Final","",Scopus,2-s2.0-84873046381
"Zolnoori M., Zarandi M.H.F., Moin M.","36159082000;55663148000;6701486594;","Application of intelligent systems in asthma disease: Designing a fuzzy rule-based system for evaluating level of asthma exacerbation",2012,"Journal of Medical Systems","36","4",,"2071","2083",,16,"10.1007/s10916-011-9671-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873036349&doi=10.1007%2fs10916-011-9671-8&partnerID=40&md5=5c15ba20d216cf9676b09f10e7e7d80b","Mathematic and Informatics Group, Academic Center for Education, Culture and Research (ACECR), Tarbiat Modares University, P. O. Box 14115-343, Tehran, Iran; Department of Information Technology Management, Tarbiat Modares University, P. O. Box 1411713116, Tehran, Iran; Department of Industrial Engineering, Amirkabir University of Technology, Tehran, Iran; Immunology, Asthma and Allergy Research Institute, Tehran University of Medical Sciences, Tehran, Iran","Zolnoori, M., Mathematic and Informatics Group, Academic Center for Education, Culture and Research (ACECR), Tarbiat Modares University, P. O. Box 14115-343, Tehran, Iran, Department of Information Technology Management, Tarbiat Modares University, P. O. Box 1411713116, Tehran, Iran; Zarandi, M.H.F., Department of Industrial Engineering, Amirkabir University of Technology, Tehran, Iran; Moin, M., Immunology, Asthma and Allergy Research Institute, Tehran University of Medical Sciences, Tehran, Iran","This paper discusses the capacities of artificial intelligence in the process of asthma diagnosing and asthma treatment. Developed intelligent systems for asthma disease have been classified in five categories including diagnosing, evaluating, management, communicative facilities, and prediction. Considering inputs, results, and methodologies of the systems show that by focusing on meticulous analysis of quality of life as an input variable and developing patient-based systems, under-diagnosing and asthma morbidity and mortality would decrease significantly. Regard to the importance of accurate evaluation in accurate prescription and expeditious treatment, the methodology of developing a fuzzy expert system for evaluating level of asthma exacerbation is presented in this paper too. The performance of this system has been tested in Asthma, Allergy, and Immunology Center of Iran using 25 asthmatic patients. Comparison between system's results and physicians' evaluations using Kappa coefficient (K) reinforces the value of K = 1. In addition this system assigns a degree in gradation (0-10) to every patient representing the slight differences between patients assigned to a specific category. © 2011 Springer Science+Business Media, LLC.","Asthma; Asthma exacerbation; Fuzzy; Intelligent systems","alertness; article; artificial intelligence; asthma; breathing rate; disease classification; disease exacerbation; dyspnea; fuzzy logic; heart rate; human; knowledge base; knowledge management; learning; morbidity; mortality; peak expiratory flow; pulse rate; quality of life; telemonitoring; wheezing; asthma; pathophysiology; severity of illness index; Asthma; Fuzzy Logic; Humans; Severity of Illness Index",Article,"Final","",Scopus,2-s2.0-84873036349
"Luo G., Tang C., Thomas S.B.","7401536289;8845243400;35225384300;","Intelligent personal health record: Experience and open issues",2012,"Journal of Medical Systems","36","4",,"2111","2128",,16,"10.1007/s10916-011-9674-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873021828&doi=10.1007%2fs10916-011-9674-5&partnerID=40&md5=39795b172668ad0e0457253ba62e8fa3","IBM T.J. Watson Research Center, 19 Skyline Drive, Hawthorne, NY 10532, United States","Luo, G., IBM T.J. Watson Research Center, 19 Skyline Drive, Hawthorne, NY 10532, United States; Tang, C., IBM T.J. Watson Research Center, 19 Skyline Drive, Hawthorne, NY 10532, United States; Thomas, S.B., IBM T.J. Watson Research Center, 19 Skyline Drive, Hawthorne, NY 10532, United States","Web-based personal health records (PHRs) are under massive deployment. To improve PHR's capability and usability, we previously proposed the concept of intelligent PHR (iPHR). By introducing and extending expert system technology and Web search technology into the PHR domain, iPHR can automatically provide users with personalized healthcare information to facilitate their daily activities of living. Our iPHR system currently provides three functions: guided search for disease information, recommendation of home nursing activities, and recommendation of home medical products. This paper discusses our experience with iPHR as well as the open issues, including both enhancements to the existing functions and potential new functions. We outline some preliminary solutions, whereas a main purpose of this paper is to stimulate future research work in the area of consumer health informatics. © 2011 Springer Science+Business Media, LLC.","Expert system; Home medical product; Nursing activity; Personal health record; Search engine","article; artificial intelligence; coronary artery bypass surgery; decision tree; expert system; hemiplegia; home care; human; intelligent personal health record; International Classification of Diseases; medical education; medical informatics; medical record; mortality; multimedia; muscular dystrophy; nursing care plan; nursing diagnosis; nursing intervention; nursing knowledge; quality of life; search engine; self evaluation; social network; consumer health information; information retrieval; Internet; methodology; Artificial Intelligence; Consumer Health Information; Health Records, Personal; Home Nursing; Humans; Information Storage and Retrieval; Internet",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84873021828
"Tseng L.-F., Tseng L.-T.","55358201500;54785615400;","Using ZMET to construct the consensus map of the users on yahoo auction platforms",2012,"Advances in Information Sciences and Service Sciences","4","14",,"334","340",,3,"10.4156/AISS.vol4.issue14.41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866255489&doi=10.4156%2fAISS.vol4.issue14.41&partnerID=40&md5=b85c26c9be0a8fd338addae705a8178d","Department of Information Management, Chienkuo Technology University, Taiwan","Tseng, L.-F., Department of Information Management, Chienkuo Technology University, Taiwan; Tseng, L.-T., Department of Information Management, Chienkuo Technology University, Taiwan","Many consumers often collect the related product information before shopping, for price negotiating and accordingly purchasing the product if the negotiation is successfully executed. Therefore, the online auction gradually becomes the important mean of the consumer shopping behavior. In this paper, the Zaltman Metaphor Elicitation Technique (ZMET) is proposed to construct the integrated mental model of the users on Yahoo auction platforms by utilizing the behavior model of C2C consumer to deeply verbally interview the user peer-topeer and the non-verbal (pictures, photos) analysis is also fulfilled at the same time. As a result, the ZMET outcomes could provide the valuable reference for the businesses which are interested to build the on-line auction website in the future.","Auction platforms; Consensus map; Mental model; Zaltman metaphor elicitation technique","Auction platforms; Behavior model; Consensus map; Consumer shopping; Mental model; Online auctions; Related products; Zaltman Metaphor Elicitation Techniques; Artificial intelligence; Software engineering; Consumer behavior",Article,"Final","",Scopus,2-s2.0-84866255489
"Guo L.","55910478300;","How to increase the effect on incentive of management by using the information entropy",2012,"Advances in Information Sciences and Service Sciences","4","14",,"227","233",,1,"10.4156/AISS.vol4.issue14.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866255157&doi=10.4156%2fAISS.vol4.issue14.27&partnerID=40&md5=6d5984d7b821b5465d945d535b860abc","School of Management and Economic, North China University of Water Conservation and Electric Power, Zhengzhou, Henan, 450045, China","Guo, L., School of Management and Economic, North China University of Water Conservation and Electric Power, Zhengzhou, Henan, 450045, China","The information asymmetry is a significant character of trust-agent theory. Incentive is an important way to deal with information asymmetry. At the same time, information entropy is an effective theory and method to deal with information communication. So we plan to combine the definition of information entropy with management incentive to study the information asymmetry in this paper, and obtain the properties of information entropy on incentive, we also prove these properties and apply these properties to management practice on corporations. In addition, we put forward the theoretical results: (1) Entropy of incentive effect is in inverse proportion to incentive effect; (2) The sensitivity of incentive effect is in direct proportion to incentive effect. In the end, we make use of the above results to discuss how to improve the enthusiasm of employee to maximize the benefit of business.","Incentive; Incentive effect; Information entropy; Sensitivity","Effective theories; Incentive; Incentive effects; Information asymmetry; Information communication; Information entropy; Inverse proportions; Management practices; Sensitivity; Theoretical result; Artificial intelligence; Software engineering",Article,"Final","",Scopus,2-s2.0-84866255157
"Liu Y., Zhao D., He L.","55354308000;14834408600;23974504100;","Research on VMI strategy for reducing transfer payment",2012,"Advances in Information Sciences and Service Sciences","4","14",,"242","248",,,"10.4156/AISS.vol4.issue14.29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866250656&doi=10.4156%2fAISS.vol4.issue14.29&partnerID=40&md5=b44aca2b93afa9ac14d478f870d2565f","College of Management and Economics, Tianjin University, Tianjin, 300072, China; Department of Military Logistics, Military Transportation University, Tianjin, 300161, China","Liu, Y., College of Management and Economics, Tianjin University, Tianjin, 300072, China; Zhao, D., College of Management and Economics, Tianjin University, Tianjin, 300072, China; He, L., Department of Military Logistics, Military Transportation University, Tianjin, 300161, China","A key issue in vendor-managed inventory (VMI) is how to improve the supplier's revenue if the powerful buyer is unwilling to provide transfer payment for the supplier, in order to enhance the supplier's enthusiasm for implementing VMI. Based on optimal allocation of resources, the logistics supplier effectively provides final products for the project-oriented enterprise by the use of business extension, which can reduce the number of inventory of intermediate products through reducing material loss, shorten the storage-time of intermediate products and avoid the secondary logistics because the project-oriented enterprise's real demand is to create more value through final products, but not intermediate products. The research shows that business extension is one of VMI stategies to lower transfer payment and be conducive to achieving win-win cooperation.","Business extension; Transfer payment; VMI","Intermediate product; Logistics suppliers; Material loss; Optimal allocation; Transfer payment; Vendor managed Inventory; VMI; Win-win; Artificial intelligence; Software engineering; Industry",Article,"Final","",Scopus,2-s2.0-84866250656
"Chen H.-L., Yang B., Wang G., Wang S.-J., Liu J., Liu D.-Y.","36865973700;57200878440;56589199200;56483373800;57089202500;7410100674;","Support vector machine based diagnostic system for breast cancer using swarm intelligence",2012,"Journal of Medical Systems","36","4",,"2505","2519",,76,"10.1007/s10916-011-9723-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866075139&doi=10.1007%2fs10916-011-9723-0&partnerID=40&md5=b91a7311fda2e80b662726a5bb401897","College of Computer Science and Technology, Jilin University, Changchun 130012, China; Key Laboratory of Symbolic Computation and Knowledge Engineering, Ministry of Education, Jilin University, Changchun 130012, China","Chen, H.-L., College of Computer Science and Technology, Jilin University, Changchun 130012, China, Key Laboratory of Symbolic Computation and Knowledge Engineering, Ministry of Education, Jilin University, Changchun 130012, China; Yang, B., College of Computer Science and Technology, Jilin University, Changchun 130012, China, Key Laboratory of Symbolic Computation and Knowledge Engineering, Ministry of Education, Jilin University, Changchun 130012, China; Wang, G., College of Computer Science and Technology, Jilin University, Changchun 130012, China, Key Laboratory of Symbolic Computation and Knowledge Engineering, Ministry of Education, Jilin University, Changchun 130012, China; Wang, S.-J., College of Computer Science and Technology, Jilin University, Changchun 130012, China, Key Laboratory of Symbolic Computation and Knowledge Engineering, Ministry of Education, Jilin University, Changchun 130012, China; Liu, J., College of Computer Science and Technology, Jilin University, Changchun 130012, China, Key Laboratory of Symbolic Computation and Knowledge Engineering, Ministry of Education, Jilin University, Changchun 130012, China; Liu, D.-Y., College of Computer Science and Technology, Jilin University, Changchun 130012, China, Key Laboratory of Symbolic Computation and Knowledge Engineering, Ministry of Education, Jilin University, Changchun 130012, China","Breast cancer is becoming a leading cause of death among women in the whole world, meanwhile, it is confirmed that the early detection and accurate diagnosis of this disease can ensure a long survival of the patients. In this paper, a swarm intelligence technique based support vector machine classifier (PSO-SVM) is proposed for breast cancer diagnosis. In the proposed PSO-SVM, the issue of model selection and feature selection in SVM is simultaneously solved under particle swarm (PSO optimization) framework. A weighted function is adopted to design the objective function of PSO, which takes into account the average accuracy rates of SVM (ACC), the number of support vectors (SVs) and the selected features simultaneously. Furthermore, time varying acceleration coefficients (TVAC) and inertia weight (TVIW) are employed to efficiently control the local and global search in PSO algorithm. The effectiveness of PSO-SVM has been rigorously evaluated against the Wisconsin Breast Cancer Dataset (WBCD), which is commonly used among researchers who use machine learning methods for breast cancer diagnosis. The proposed system is compared with the grid search method with feature selection by F-score. The experimental results demonstrate that the proposed approach not only obtains much more appropriate model parameters and discriminative feature subset, but also needs smaller set of SVs for training, giving high predictive accuracy. In addition, Compared to the existing methods in previous studies, the proposed system can also be regarded as a promising success with the excellent classification accuracy of 99.3% via 10-fold cross validation (CV) analysis. Moreover, a combination of five informative features is identified, which might provide important insights to the nature of the breast cancer disease and give an important clue for the physicians to take a closer attention. We believe the promising result can ensure that the physicians make very accurate diagnostic decision in clinical breast cancer diagnosis. © 2011 Springer Science+Business Media, LLC.","Breast cancer diagnosis; Feature selection; Particle swarm optimization; Support vector machines; Swarm intelligence","acceleration; algorithm; article; breast cancer; cancer classification; cancer diagnosis; clinical decision making; clinical effectiveness; decision support system; diagnostic accuracy; diagnostic value; medical information system; predictive value; process optimization; support vector machine; weight; artificial intelligence; breast tumor; classification; computer assisted diagnosis; female; human; Algorithms; Artificial Intelligence; Breast Neoplasms; Diagnosis, Computer-Assisted; Female; Humans; Support Vector Machines",Article,"Final","",Scopus,2-s2.0-84866075139
"Bessler D.A., Wang Z.","7003934025;55719756700;","D-separation, forecasting, and economic science: A conjecture",2012,"Theory and Decision","73","2",,"295","314",,10,"10.1007/s11238-012-9305-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865361896&doi=10.1007%2fs11238-012-9305-8&partnerID=40&md5=c15c41a6e469dcfc2279882c1d92b4e0","Texas A and M University, College Station, TX, United States","Bessler, D.A., Texas A and M University, College Station, TX, United States; Wang, Z., Texas A and M University, College Station, TX, United States","The paper considers the conjecture that forecasts from preferred economic models or theories d-separate forecasts from less preferred models or theories from the Actual realization of the variable for which a scientific explanation is sought. D-separation provides a succinct notion to represent forecast dominance of one set of forecasts over another; it provides, as well, a criterion for model preference as a fundamental device for progress in economic science. We demonstrate these ideas with examples from three areas of economic modeling. © 2012 Springer Science+Business Media New York.","Artificial intelligence; Forecast; Model choice","Economic modeling; Economic models; Economic science; Forecast; Model choice; Artificial intelligence; Separation; Forecasting",Article,"Final","",Scopus,2-s2.0-84865361896
"Davenport D.","24759911100;","Computationalism: Still the only game in town- A reply to Swiatczak's ""conscious representations: An intractable problem for the computational theory of mind""",2012,"Minds and Machines","22","3",,"183","190",,6,"10.1007/s11023-012-9271-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865340863&doi=10.1007%2fs11023-012-9271-5&partnerID=40&md5=b9461718cbcbe7ccc466a23f33e7c439","Computer Engineering Department, Bilkent University, 06800 Ankara, Turkey","Davenport, D., Computer Engineering Department, Bilkent University, 06800 Ankara, Turkey","Mental representations, Swiatczak (Minds Mach 21:19-32, 2011) argues, are fundamentally biochemical and their operations depend on consciousness; hence the computational theory of mind, based as it is on multiple realisability and purely syntactic operations, must be wrong. Swiatczak, however, is mistaken. Computation, properly understood, can afford descriptions/explanations of any physical process, and since Swiatczak accepts that consciousness has a physical basis, his argument against computationalism must fail. Of course, we may not have much idea how consciousness (itself a rather unclear plurality of notions) might be implemented, but we do have a hypothesis-that all of our mental life, including consciousness, is the result of computational processes and so not tied to a biochemical substrate. Like it or not, the computational theory of mind remains the only game in town. © Springer Science+Business Media B.V. 2011.","Computation; Computational theory of mind; Computationalism; Consciousness; Mental representation","Computational process; Computational theory of mind; Computationalism; Consciousness; Mental representations; Physical process; Realisability; Calculations; Philosophical aspects; Artificial intelligence",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84865340863
